classifier,group,timeframe,instrument,window,bars_per_year,share_bull,drift_bull,vol_bull,ac1_bull,eff_bull,share_bear,drift_bear,vol_bear,ac1_bear,eff_bear,share_chop,drift_chop,vol_chop,ac1_chop,eff_chop,s1,kw_h,d_eff,d_ac1,n_bars,s1_null_mean,s1_null_p5,s1_null_p95,s1_z,s1_p,kw_h_null_mean,kw_h_null_p5,kw_h_null_p95,kw_h_z,kw_h_p,d_eff_null_mean,d_eff_null_p5,d_eff_null_p95,d_eff_z,d_eff_p,d_ac1_null_mean,d_ac1_null_p5,d_ac1_null_p95,d_ac1_z,d_ac1_p
ADX,futures,4h,ES=F,OOS,1547,0.294699,-0.000106,0.126954,0.116907,0.274381,0.309075,0.000552,0.187030,-0.137674,0.316463,0.396226,-0.000060,0.131936,0.066510,0.421286,-0.000658,9.222003,-0.125863,-0.076893,1114,-0.000071,-0.000604,0.000395,-2.021082,0.973510,1.740803,0.077708,5.213136,4.102940,0.013245,-0.112720,-0.235816,0.008132,-0.169223,0.556291,-0.024841,-0.151938,0.135286,-0.599860,0.708609
ER,futures,4h,ES=F,FULL,1547,0.263614,0.000096,0.103501,-0.027086,0.394991,0.115958,0.000251,0.230232,-0.047037,0.342336,0.620428,0.000105,0.171763,0.007440,0.359110,-0.000155,2.618112,0.009554,-0.044501,3712,-0.000113,-0.000526,0.000304,-0.166345,0.523179,2.526861,0.282141,6.771151,0.038334,0.370861,0.023906,-0.025501,0.079639,-0.436635,0.609272,-0.019540,-0.120115,0.078867,-0.416784,0.682119
ER,futures,4h,ES=F,IS,1547,0.284051,0.000146,0.101336,-0.026170,0.401530,0.121071,0.000117,0.238711,-0.003420,0.343280,0.594878,0.000109,0.181038,0.004565,0.370808,0.000030,1.937373,0.001597,-0.019360,2598,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,ES=F,OOS,1547,0.216532,-0.000058,0.109596,-0.033623,0.374286,0.104223,0.000611,0.205025,-0.258938,0.339623,0.679245,0.000095,0.151347,0.014974,0.331840,-0.000669,0.953169,0.025114,-0.161255,1114,-0.000156,-0.000913,0.000560,-1.062122,0.834437,2.274439,0.081973,6.521579,-0.551233,0.649007,0.024756,-0.087145,0.145709,0.005122,0.509934,-0.015312,-0.186773,0.151514,-1.455544,0.920530
HMM,futures,4h,ES=F,FULL,1547,0.489027,0.000096,0.099832,-0.023479,0.237980,0.078028,0.000291,0.368944,0.069392,0.140759,0.432945,0.000114,0.164947,0.002532,0.281918,-0.000195,1.575370,-0.092548,0.020425,3712,-0.000335,-0.001020,0.000445,0.301347,0.384106,2.890518,0.148345,8.067695,-0.486291,0.596026,0.019482,-0.045271,0.078477,-2.879052,1.000000,0.029948,-0.056496,0.107463,-0.189943,0.615894
HMM,futures,4h,ES=F,IS,1547,0.514940,0.000093,0.098752,-0.011354,0.241128,0.069849,0.000190,0.439771,0.092671,0.131969,0.415211,0.000143,0.161141,0.007947,0.299437,-0.000097,2.344229,-0.112889,0.032712,2598,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,ES=F,OOS,1547,0.429470,0.000105,0.102770,-0.053566,0.231398,0.097035,0.000460,0.201455,-0.118579,0.147791,0.473495,0.000054,0.172541,-0.007268,0.236427,-0.000355,0.769518,-0.046832,-0.078804,1114,-0.000244,-0.001525,0.000983,-0.136033,0.620438,1.972639,0.115331,6.282679,-0.556444,0.649635,0.006890,-0.122717,0.148551,-0.660361,0.781457,0.016603,-0.137582,0.189569,-0.991761,0.807947
ADX,futures,4h,GC=F,FULL,1550,0.388360,0.000266,0.200838,0.084045,0.270824,0.325265,0.000096,0.259053,0.022836,0.250611,0.286375,0.000260,0.184937,0.033034,0.419217,0.000171,1.022547,-0.158499,0.020407,3720,0.000110,-0.000237,0.000418,0.287268,0.430464,2.172093,0.216509,6.473894,-0.611314,0.708609,-0.151195,-0.216490,-0.070672,-0.168206,0.556291,-0.001130,-0.094919,0.097644,0.375675,0.344371
ADX,futures,4h,GC=F,IS,1550,0.423272,0.000271,0.161546,0.008556,0.278398,0.276064,0.000213,0.163230,0.025932,0.270740,0.300664,0.000368,0.150066,0.040321,0.428598,0.000058,0.080590,-0.154029,-0.023076,2604,,,,,,,,,,,,,,,,,,,,
ADX,futures,4h,GC=F,OOS,1550,0.307623,0.000252,0.292321,0.177706,0.265727,0.438565,-0.000074,0.354312,0.020803,0.193102,0.253812,-0.000032,0.256525,0.024990,0.389630,0.000326,1.744968,-0.160215,0.074264,1116,0.000067,-0.000523,0.000668,0.663682,0.278146,2.219944,0.116192,7.106851,-0.214933,0.456954,-0.141897,-0.266271,0.004928,-0.225749,0.576159,-0.006001,-0.157488,0.157728,0.836960,0.205298
ER,futures,4h,GC=F,FULL,1550,0.271695,0.000237,0.207796,0.074596,0.343388,0.122195,0.000092,0.258827,0.024710,0.428821,0.606110,0.000223,0.211498,0.046941,0.369526,0.000145,0.540562,0.016578,0.002712,3720,0.000069,-0.000474,0.000514,0.256435,0.450331,1.981139,0.077880,5.770889,-0.786206,0.781457,0.014190,-0.036718,0.079206,0.063664,0.463576,-0.014703,-0.125923,0.076058,0.279726,0.417219
ER,futures,4h,GC=F,IS,1550,0.295006,0.000224,0.157963,0.031546,0.335351,0.108401,0.000303,0.169590,0.108380,0.462133,0.596593,0.000314,0.155934,0.037165,0.388167,-0.000079,0.427495,0.010575,0.032798,2604,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,GC=F,OOS,1550,0.217937,0.000277,0.316752,0.112772,0.365136,0.154260,-0.000250,0.359073,-0.003755,0.358866,0.627803,0.000024,0.299417,0.051621,0.320431,0.000528,1.764957,0.041570,0.002888,1116,0.000021,-0.000956,0.001001,0.835107,0.178808,2.081303,0.133373,5.925927,-0.152613,0.397351,0.009288,-0.108610,0.138198,0.417309,0.304636,-0.020468,-0.177449,0.122246,0.241319,0.390728
HMM,futures,4h,GC=F,FULL,1550,0.315491,0.000276,0.143955,0.049473,0.372127,0.474723,0.000101,0.278510,0.005762,0.197240,0.209786,0.000363,0.131961,0.028093,0.340740,0.000175,0.008356,-0.056057,-0.000475,3720,0.000152,-0.000139,0.000439,0.127395,0.490066,1.939362,0.075401,6.189922,-1.067574,1.000000,-0.050258,-0.130802,0.025432,-0.115303,0.523179,-0.009200,-0.092391,0.069811,0.169306,0.450331
HMM,futures,4h,GC=F,IS,1550,0.409601,0.000252,0.141526,0.067129,0.377227,0.290747,0.000266,0.199700,-0.028688,0.244522,0.299652,0.000353,0.131549,0.029227,0.340740,-0.000014,0.912138,-0.029866,-0.010006,2604,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,GC=F,OOS,1550,0.097758,0.000512,0.165408,-0.096267,0.342164,0.900448,-0.000023,0.325239,0.014595,0.075508,0.001794,,,,,0.000535,,,,1116,0.000167,-0.000344,0.000728,1.099522,0.145695,,,,,,,,,,,,,,,
ADX,futures,4h,HG=F,FULL,1550,0.380615,0.000179,0.277291,-0.054350,0.257194,0.290226,0.000032,0.379446,-0.073849,0.284775,0.329159,0.000266,0.262115,-0.039227,0.343776,0.000147,0.000203,-0.072791,-0.024873,3716,-0.000026,-0.000497,0.000512,0.559135,0.278146,2.316913,0.089992,7.000042,-0.892114,1.000000,-0.129922,-0.194305,-0.075430,1.537889,0.052980,-0.045520,-0.137123,0.058279,0.360678,0.357616
ADX,futures,4h,HG=F,IS,1550,0.384676,0.000185,0.263219,-0.039599,0.254909,0.303362,-0.000166,0.408961,-0.089840,0.279269,0.311962,0.000369,0.250840,-0.019788,0.334122,0.000351,1.424575,-0.067033,-0.044931,2601,,,,,,,,,,,,,,,,,,,,
ADX,futures,4h,HG=F,OOS,1550,0.371634,0.000166,0.308169,-0.079891,0.263413,0.260323,0.000562,0.284805,0.006523,0.295788,0.368043,0.000054,0.282765,-0.067628,0.349973,-0.000396,3.260504,-0.070372,0.030943,1115,-0.000064,-0.001024,0.000899,-0.562722,0.728477,2.066073,0.107576,6.472835,0.549082,0.192053,-0.117617,-0.243881,0.012375,0.630443,0.238411,-0.038273,-0.186319,0.106254,0.716895,0.238411
ER,futures,4h,HG=F,FULL,1550,0.207848,0.000113,0.269083,-0.077993,0.299595,0.118539,-0.000177,0.514855,-0.094763,0.311680,0.673613,0.000235,0.263291,-0.011396,0.328735,0.000290,1.266675,-0.023097,-0.074981,3716,-0.000045,-0.000830,0.000757,0.660605,0.238411,2.953687,0.221887,9.005000,-0.579709,0.629139,0.020406,-0.036248,0.082131,-1.245074,0.913907,-0.082508,-0.172498,0.032741,0.123066,0.417219
ER,futures,4h,HG=F,IS,1550,0.208915,0.000130,0.260687,-0.093934,0.299112,0.128682,-0.000173,0.565912,-0.109033,0.332071,0.662403,0.000188,0.248587,0.019400,0.335770,0.000303,0.802094,-0.020179,-0.120884,2601,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,HG=F,OOS,1550,0.205566,0.000072,0.287874,-0.047404,0.300455,0.095153,-0.000190,0.303722,0.062049,0.243708,0.699282,0.000331,0.293025,-0.057318,0.309696,0.000261,1.248829,-0.037615,0.064640,1115,-0.000166,-0.001669,0.001436,0.437552,0.344371,2.471369,0.248823,7.153130,-0.536583,0.649007,0.025184,-0.069783,0.127423,-0.998110,0.827815,-0.066824,-0.219600,0.088290,1.364711,0.119205
HMM,futures,4h,HG=F,FULL,1550,0.535318,0.000272,0.215944,0.000545,0.219434,0.040866,-0.000506,0.591583,-0.271566,0.160462,0.423816,0.000084,0.356579,0.025782,0.229696,0.000777,0.197597,-0.039748,-0.161292,3716,0.000762,-0.000441,0.001843,0.021900,0.516556,1.576496,0.075352,4.583833,-0.759571,0.867550,-0.000672,-0.071282,0.087866,-0.827579,0.774834,-0.116134,-0.207798,-0.021284,-0.750585,0.761589
HMM,futures,4h,HG=F,IS,1550,0.624806,0.000246,0.212677,0.019885,0.230729,0.040310,-0.000002,0.596486,-0.293113,0.160079,0.334884,-0.000072,0.400537,0.055209,0.220982,0.000249,0.196312,-0.025578,-0.191823,2601,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,HG=F,OOS,1550,0.328546,0.000385,0.229729,-0.072442,0.193458,0.042190,-0.001619,0.578180,-0.228527,0.161228,0.629264,0.000270,0.293539,-0.021855,0.243794,0.002004,0.257801,-0.066451,-0.128629,1115,0.000706,-0.001276,0.002636,1.112001,0.166667,1.483671,0.089414,4.473012,-0.792216,0.843750,-0.001252,-0.122143,0.145682,-0.768845,0.827815,-0.064255,-0.229261,0.123970,-0.591934,0.728477
ADX,futures,4h,NG=F,FULL,1531,0.388537,-0.000182,0.748506,0.008806,0.275251,0.320750,0.001225,0.777136,0.002311,0.281267,0.290714,0.000093,0.666171,-0.012515,0.448589,-0.001407,0.081627,-0.170330,0.018074,3672,-0.000728,-0.002031,0.000573,-0.830198,0.774834,2.025580,0.108550,6.355961,-0.792359,0.973510,-0.129697,-0.199206,-0.057254,-0.898509,0.834437,-0.005272,-0.074334,0.062747,0.540620,0.317881
ADX,futures,4h,NG=F,IS,1531,0.387020,-0.000220,0.657136,-0.006476,0.290191,0.356945,0.000789,0.786254,0.041030,0.257611,0.256035,0.000799,0.603297,0.027146,0.410664,-0.001009,2.793314,-0.136764,-0.009869,2570,,,,,,,,,,,,,,,,,,,,
ADX,futures,4h,NG=F,OOS,1531,0.392371,-0.000097,0.922499,0.028912,0.238295,0.237057,0.002754,0.743103,-0.124805,0.339018,0.370572,-0.001026,0.753145,-0.058017,0.499706,-0.002851,9.749782,-0.211049,0.010071,1102,-0.000861,-0.003286,0.001318,-1.399948,0.913907,1.913020,0.156589,6.216040,3.733816,0.019868,-0.129546,-0.254740,0.012507,-1.061181,0.880795,-0.013766,-0.136282,0.127183,0.285228,0.403974
ER,futures,4h,NG=F,FULL,1531,0.189263,-0.000606,0.781419,0.091236,0.361140,0.171734,0.000707,0.712013,-0.020967,0.409529,0.639003,0.000514,0.729818,0.009359,0.348532,-0.001313,1.732621,0.036802,0.025776,3672,-0.000544,-0.002000,0.001103,-0.761070,0.794702,2.007535,0.078326,5.473803,-0.134241,0.403974,0.017337,-0.033400,0.069699,0.575998,0.317881,-0.003286,-0.080227,0.067175,0.654089,0.258278
ER,futures,4h,NG=F,IS,1531,0.204394,-0.000178,0.566872,0.057753,0.381056,0.194194,0.000476,0.720249,0.002782,0.446720,0.601412,0.000539,0.727902,0.053106,0.356424,-0.000655,1.093368,0.057464,-0.022838,2570,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,NG=F,OOS,1531,0.154405,-0.001917,1.222154,0.118763,0.294146,0.119891,0.001570,0.679176,-0.112729,0.269033,0.725704,0.000472,0.733896,-0.072027,0.317712,-0.003486,1.381790,-0.036123,0.075044,1102,-0.000856,-0.004148,0.001774,-1.395160,0.900662,1.783544,0.129433,5.274173,-0.238449,0.456954,0.011952,-0.084739,0.095028,-0.876531,0.794702,-0.012502,-0.152906,0.128272,1.002751,0.158940
HMM,futures,4h,NG=F,FULL,1531,0.253629,0.001345,1.100216,-0.001842,0.253030,0.351958,-0.000076,0.577910,0.008094,0.300594,0.394412,0.000053,0.547470,0.022637,0.272588,0.001421,0.921788,0.004224,-0.019511,3672,0.000799,-0.000697,0.002098,0.683313,0.251656,2.471764,0.135035,6.720805,-0.682551,0.721854,-0.001052,-0.066621,0.050449,0.139210,0.483444,-0.020766,-0.076898,0.032549,0.035836,0.516556
HMM,futures,4h,NG=F,IS,1531,0.264025,0.001847,0.984542,0.027469,0.263761,0.349549,-0.000164,0.529468,-0.007632,0.322458,0.386426,-0.000130,0.580231,0.020427,0.293070,0.002011,0.826135,0.000039,-0.010509,2570,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,NG=F,OOS,1531,0.229791,0.000008,1.359482,-0.042497,0.220837,0.357856,0.000122,0.674688,0.032597,0.219697,0.412352,0.000459,0.468818,0.030084,0.163389,-0.000114,0.260787,0.056879,-0.035034,1102,0.000758,-0.002341,0.003390,-0.515075,0.715232,2.359535,0.224488,6.748914,-0.826608,0.920530,-0.003388,-0.125508,0.106915,0.836859,0.258278,-0.027912,-0.147172,0.073367,-0.108399,0.562914
ADX,futures,4h,NQ=F,FULL,1545,0.283415,0.000007,0.182382,0.018406,0.309189,0.352428,0.000302,0.274915,0.013583,0.268744,0.364157,0.000124,0.172128,0.029731,0.365926,-0.000294,0.709797,-0.076959,-0.013736,3709,-0.000050,-0.000376,0.000226,-1.211178,0.894040,1.878609,0.095530,5.277466,-0.646920,0.688742,-0.110573,-0.189166,-0.034281,0.710049,0.251656,-0.015138,-0.086968,0.062700,0.030242,0.503311
ADX,futures,4h,NQ=F,IS,1545,0.287897,-0.000008,0.185905,0.003330,0.326314,0.353310,0.000205,0.282735,0.061285,0.302457,0.358794,0.000220,0.163565,0.020241,0.382313,-0.000213,0.007668,-0.067927,0.012066,2596,,,,,,,,,,,,,,,,,,,,
ADX,futures,4h,NQ=F,OOS,1545,0.273381,0.000045,0.173561,0.054169,0.263524,0.349820,0.000553,0.255042,-0.104577,0.234204,0.376799,-0.000088,0.189238,0.044312,0.327368,-0.000509,2.449770,-0.078504,-0.069516,1113,-0.000110,-0.000775,0.000564,-0.906129,0.847682,1.967946,0.140733,6.060895,0.239918,0.271523,-0.109558,-0.237889,0.047354,0.347962,0.344371,-0.022088,-0.163355,0.127934,-0.560676,0.721854
ER,futures,4h,NQ=F,FULL,1545,0.267625,0.000178,0.151982,0.027732,0.420852,0.121475,0.000232,0.288819,-0.091143,0.311526,0.610900,0.000122,0.223490,0.029356,0.345852,-0.000054,0.556178,0.020336,-0.061062,3709,-0.000060,-0.000451,0.000386,0.020899,0.523179,1.931962,0.117835,6.507293,-0.718293,0.741722,0.025682,-0.042524,0.082120,-0.141666,0.602649,-0.017460,-0.100439,0.071003,-0.877185,0.827815
ER,futures,4h,NQ=F,IS,1545,0.280388,0.000199,0.151298,0.004206,0.423209,0.126214,0.000009,0.293384,-0.054888,0.322926,0.593398,0.000148,0.226526,0.031637,0.361591,0.000190,0.219030,0.011477,-0.056978,2596,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,NQ=F,OOS,1545,0.238309,0.000121,0.153810,0.093740,0.413443,0.110612,0.000822,0.275053,-0.217588,0.281124,0.651079,0.000081,0.216511,0.024764,0.312072,-0.000702,1.380904,0.035211,-0.086688,1113,-0.000150,-0.001121,0.000647,-1.024523,0.854305,1.877718,0.085898,5.664084,-0.278816,0.463576,0.024678,-0.074795,0.123860,0.160057,0.490066,-0.030551,-0.145856,0.102327,-0.707362,0.741722
HMM,futures,4h,NQ=F,FULL,1545,0.501627,0.000128,0.144997,0.027892,0.283791,0.432755,0.000104,0.223985,-0.011340,0.240313,0.065618,0.000622,0.470869,0.071390,0.224383,0.000024,0.260280,0.037669,-0.063114,3709,0.000024,-0.000249,0.000320,0.002698,0.536424,2.515794,0.105593,7.203615,-0.964059,0.880795,-0.039210,-0.167269,0.061490,1.069607,0.125828,-0.059201,-0.143196,0.076967,-0.053287,0.430464
HMM,futures,4h,NQ=F,IS,1545,0.548350,0.000150,0.139660,0.032576,0.273781,0.388738,0.000126,0.220692,-0.006322,0.229533,0.062913,0.000214,0.536481,0.092164,0.186652,0.000024,0.806398,0.065005,-0.079037,2596,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,NQ=F,OOS,1545,0.393885,0.000058,0.160972,0.016216,0.300951,0.534173,0.000085,0.228940,-0.018963,0.274426,0.071942,0.001448,0.293772,-0.085091,0.271546,-0.000028,4.000816,0.016143,0.083717,1113,0.000069,-0.000523,0.000545,-0.289544,0.629139,2.470976,0.127580,6.712893,0.705792,0.214286,-0.055677,-0.291248,0.185823,0.504988,0.285714,-0.035875,-0.251879,0.227747,0.815715,0.225806
ADX,futures,4h,SI=F,FULL,1550,0.335965,0.000287,0.409416,0.030348,0.281561,0.391233,0.000050,0.520268,-0.057215,0.237569,0.272802,0.000803,0.379680,0.072255,0.405681,0.000237,1.897615,-0.146116,-0.085689,3716,0.000236,-0.000557,0.001062,0.002247,0.523179,2.035208,0.087912,6.460352,-0.060302,0.384106,-0.123446,-0.194070,-0.049235,-0.491651,0.668874,-0.011924,-0.132958,0.089592,-1.144768,0.880795
ADX,futures,4h,SI=F,IS,1550,0.345582,0.000277,0.288026,0.036198,0.290617,0.371384,0.000206,0.296204,-0.020568,0.231853,0.283034,0.000655,0.281180,-0.021062,0.343777,0.000071,1.932796,-0.082542,0.028877,2601,,,,,,,,,,,,,,,,,,,,
ADX,futures,4h,SI=F,OOS,1550,0.314183,0.000313,0.617619,0.026830,0.263017,0.437163,-0.000255,0.792040,-0.066501,0.251224,0.248654,0.001223,0.560340,0.136440,0.536364,0.000568,0.424516,-0.279243,-0.156276,1115,0.000093,-0.001495,0.001523,0.510184,0.350993,2.231270,0.205416,6.076409,-0.899143,0.860927,-0.122927,-0.236432,0.000244,-2.036466,0.980132,-0.013897,-0.215399,0.163594,-1.257290,0.894040
ER,futures,4h,SI=F,FULL,1550,0.244655,0.000888,0.411094,-0.014576,0.382627,0.143437,-0.000095,0.575883,-0.189054,0.361107,0.611908,0.000199,0.427231,0.069274,0.327640,0.000983,0.600729,0.044227,-0.171089,3716,0.000300,-0.000653,0.001328,1.036170,0.139073,2.100111,0.129540,5.796956,-0.766219,0.794702,0.021454,-0.035375,0.080185,0.672700,0.245033,-0.054280,-0.184574,0.057826,-1.606242,0.907285
ER,futures,4h,SI=F,IS,1550,0.249612,0.000514,0.293845,0.015432,0.406737,0.138372,0.000239,0.312173,-0.026134,0.348652,0.612016,0.000297,0.281064,0.006780,0.323911,0.000275,0.051453,0.053784,-0.012131,2601,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,SI=F,OOS,1550,0.232496,0.001853,0.610467,-0.041686,0.355513,0.155296,-0.000786,0.902117,-0.235663,0.384979,0.612208,-0.000029,0.649699,0.097783,0.335958,0.002639,1.889355,0.034288,-0.236457,1115,0.000105,-0.001960,0.001959,2.055311,0.019868,2.175221,0.095529,6.535870,-0.129122,0.437086,0.018904,-0.076617,0.121387,0.253361,0.384106,-0.043906,-0.208924,0.118418,-1.852679,0.960265
HMM,futures,4h,SI=F,FULL,1550,0.251150,0.000411,0.268458,0.056795,0.344112,0.264953,0.000331,0.268630,-0.007707,0.302276,0.483897,0.000277,0.581375,-0.026414,0.236911,0.000080,0.371909,0.086283,0.050958,3716,-0.000035,-0.000761,0.000633,0.263779,0.430464,1.942105,0.101047,5.498530,-0.770843,0.854305,0.106027,0.039372,0.176401,-0.465305,0.655629,0.035030,-0.044839,0.107417,0.320002,0.397351
HMM,futures,4h,SI=F,IS,1550,0.359690,0.000411,0.268458,0.056795,0.344112,0.358140,0.000263,0.263893,-0.016292,0.307967,0.282171,0.000358,0.339540,-0.066814,0.258435,0.000149,0.262767,0.067605,0.087065,2601,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,SI=F,OOS,1550,0.000000,,,,,0.049372,0.001481,0.335210,0.062504,0.190357,0.950628,0.000229,0.700924,-0.019999,0.111129,,,0.079228,0.082503,1115,,,,,,,,,,,0.111347,-0.005159,0.219248,-0.470460,0.675497,0.036680,-0.093410,0.178042,0.565930,0.264901
ADX,futures,4h,YM=F,FULL,1545,0.387933,0.000004,0.116525,-0.038641,0.298100,0.345345,0.000128,0.193532,0.029780,0.302005,0.266721,0.000163,0.138926,-0.005389,0.410467,-0.000124,2.246304,-0.110414,0.000958,3706,-0.000016,-0.000281,0.000211,-0.706309,0.768212,1.854965,0.096176,5.875182,0.191882,0.271523,-0.114061,-0.176221,-0.042785,0.085508,0.463576,-0.007151,-0.094468,0.070966,0.149720,0.463576
ADX,futures,4h,YM=F,IS,1545,0.362211,0.000064,0.112710,-0.008534,0.325585,0.372795,0.000047,0.201367,0.058261,0.305192,0.264994,0.000128,0.132129,-0.061919,0.379026,0.000018,0.714703,-0.063638,0.086783,2594,,,,,,,,,,,,,,,,,,,,
ADX,futures,4h,YM=F,OOS,1545,0.447345,-0.000110,0.123181,-0.088497,0.249726,0.282628,0.000373,0.167213,-0.092055,0.294458,0.270027,0.000261,0.152713,0.085077,0.456125,-0.000482,2.434582,-0.184033,-0.175353,1112,-0.000068,-0.000621,0.000406,-1.399387,0.920530,2.015394,0.072083,6.127835,0.205306,0.304636,-0.115124,-0.255922,0.004878,-0.798785,0.807947,-0.014277,-0.174537,0.137281,-1.630909,0.947020
ER,futures,4h,YM=F,FULL,1545,0.230665,0.000097,0.113643,-0.020378,0.454965,0.140027,0.000225,0.197547,0.012909,0.410570,0.629308,0.000061,0.153389,-0.001140,0.346028,-0.000128,1.743493,0.086739,-0.002595,3706,-0.000070,-0.000404,0.000212,-0.287285,0.629139,2.254716,0.121631,6.456127,-0.239788,0.463576,0.026616,-0.028752,0.077730,1.821975,0.026490,-0.022367,-0.106084,0.079765,0.378064,0.324503
ER,futures,4h,YM=F,IS,1545,0.249126,0.000237,0.103305,0.000316,0.469575,0.159347,0.000057,0.198306,0.037893,0.410072,0.591527,0.000019,0.160577,-0.009327,0.338598,0.000180,2.153272,0.101225,0.028431,2594,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,YM=F,OOS,1545,0.188119,-0.000333,0.139339,-0.068464,0.421687,0.095410,0.000874,0.192471,-0.124292,0.412064,0.716472,0.000148,0.138427,0.011688,0.364233,-0.001207,3.151364,0.052643,-0.108066,1112,-0.000135,-0.000798,0.000504,-2.685233,0.993377,2.078508,0.158803,6.867524,0.521513,0.231788,0.022599,-0.087786,0.133315,0.444783,0.324503,-0.021770,-0.212621,0.155159,-0.847197,0.794702
HMM,futures,4h,YM=F,FULL,1545,0.496879,0.000180,0.141810,0.006946,0.247702,0.076798,-0.000211,0.333240,0.048838,0.106710,0.426323,0.000045,0.105175,-0.003653,0.289237,0.000391,4.439905,-0.112031,0.031545,3706,-0.000081,-0.000682,0.000430,1.249665,0.072848,2.788972,0.263338,8.682915,0.596646,0.198675,-0.001995,-0.072973,0.075457,-2.327472,0.993377,0.003000,-0.068735,0.082062,0.611001,0.324503
HMM,futures,4h,YM=F,IS,1545,0.434124,0.000179,0.139677,-0.002485,0.287027,0.068791,-0.000176,0.390837,0.069566,0.054281,0.497085,0.000028,0.102250,-0.015930,0.301058,0.000355,4.264789,-0.130405,0.049471,2594,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,YM=F,OOS,1545,0.641764,0.000189,0.144930,0.016932,0.183611,0.095410,-0.000270,0.203474,-0.085429,0.159139,0.262826,0.000120,0.117084,0.043332,0.262215,0.000458,0.765685,-0.090840,-0.077580,1112,-0.000101,-0.001163,0.000974,0.774509,0.191176,2.187731,0.064846,6.812560,-0.624716,0.691176,0.006479,-0.111580,0.153129,-1.117763,0.900662,-0.004282,-0.124660,0.151373,-0.843550,0.801325
ADX,futures,4h,ZB=F,FULL,1539,0.315241,-0.000037,0.102313,-0.006392,0.287559,0.330866,-0.000085,0.107739,-0.051222,0.241884,0.353893,0.000072,0.096691,-0.071135,0.326603,0.000049,3.077877,-0.061882,0.042328,3691,-0.000030,-0.000191,0.000153,0.774539,0.231788,2.561122,0.146397,7.526503,0.227451,0.291391,-0.121572,-0.186685,-0.055953,1.472572,0.092715,-0.014829,-0.089449,0.068158,1.183415,0.112583
ADX,futures,4h,ZB=F,IS,1539,0.355512,0.000034,0.108547,-0.010703,0.262583,0.348031,-0.000075,0.113623,-0.062162,0.243419,0.296457,0.000063,0.108327,-0.101363,0.269412,0.000108,1.386412,-0.016411,0.064931,2583,,,,,,,,,,,,,,,,,,,,
ADX,futures,4h,ZB=F,OOS,1539,0.223126,-0.000293,0.074387,0.000120,0.352494,0.291780,-0.000115,0.089671,-0.000943,0.238431,0.485095,0.000082,0.077556,0.008063,0.419110,-0.000179,4.035047,-0.123648,-0.008474,1108,-0.000058,-0.000362,0.000229,-0.665519,0.774834,2.085925,0.108286,6.704297,0.900994,0.158940,-0.111242,-0.229369,0.010875,-0.159923,0.596026,-0.014336,-0.151351,0.130753,0.072186,0.496689
ER,futures,4h,ZB=F,FULL,1539,0.153406,-0.000122,0.101524,0.043350,0.409587,0.172480,0.000016,0.112923,-0.103477,0.393349,0.674114,0.000004,0.099389,-0.059583,0.339325,-0.000138,1.651950,0.062143,0.029520,3691,-0.000076,-0.000330,0.000155,-0.419253,0.668874,2.499942,0.076110,6.372082,-0.363130,0.509934,0.019836,-0.031665,0.080624,1.182998,0.152318,-0.019233,-0.104753,0.056343,0.964882,0.172185
ER,futures,4h,ZB=F,IS,1539,0.169009,-0.000077,0.106169,0.044730,0.381871,0.170570,-0.000056,0.124119,-0.124146,0.426438,0.660422,0.000043,0.107244,-0.076452,0.332442,-0.000021,1.058044,0.071712,0.036744,2583,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,ZB=F,OOS,1539,0.117435,-0.000275,0.083951,0.033830,0.504616,0.177055,0.000175,0.082324,-0.006526,0.327170,0.705510,-0.000082,0.079706,-0.003222,0.353254,-0.000450,2.961748,0.062639,0.016874,1108,-0.000132,-0.000590,0.000311,-1.139025,0.867550,2.213578,0.102778,5.903285,0.361805,0.258278,0.016361,-0.087226,0.114332,0.701319,0.225166,-0.018856,-0.170641,0.121110,0.401955,0.377483
HMM,futures,4h,ZB=F,FULL,1539,0.293460,0.000039,0.101166,-0.020790,0.293169,0.076294,-0.000177,0.168955,-0.117022,0.226191,0.630245,-0.000018,0.091332,-0.000518,0.205916,0.000216,0.025753,0.053764,-0.068388,3691,0.000150,-0.000197,0.000533,0.293742,0.377483,1.976831,0.059592,5.665731,-1.105568,0.993377,0.069847,-0.003358,0.140780,-0.357456,0.675497,-0.052552,-0.125829,0.035385,-0.298954,0.602649
