group,timeframe,instrument,method,family,n_bars,n_segments,flips_py,dur_mean,dur_med,dur_p25,dur_p75,hit,fwd_bar,capture,hit_rem,rem_mean,dur_mean_null,dur_mean_z,dur_mean_p,dur_mean_n5,dur_mean_n95,dur_med_null,dur_med_z,dur_med_p,dur_med_n5,dur_med_n95,hit_null,hit_z,hit_p,hit_n5,hit_n95,fwd_bar_null,fwd_bar_z,fwd_bar_p,fwd_bar_n5,fwd_bar_n95,capture_null,capture_z,capture_p,capture_n5,capture_n95,flips_py_null,flips_py_z,flips_py_p,flips_py_n5,flips_py_n95,beats_null
crypto,1d,LINK-USD,sma10_40,10/40 crossover,3123,90,10.40898,34.59551,31.00000,15.00000,48.00000,0.48911,0.00148,-0.07781,0.36187,0.05202,32.32170,0.77318,0.21179,28.07165,37.55422,25.67650,1.74390,0.05794,21.00000,31.00000,0.49857,-1.12562,0.86713,0.48412,0.51202,0.00028,1.09526,0.13287,-0.00156,0.00203,-0.16625,2.60622,0.00599,-0.22060,-0.10887,11.28976,-0.86804,0.19281,9.71036,12.86915,False
crypto,1d,LINK-USD,donch20,Donchian,3142,77,8.83482,40.81579,37.50000,18.75000,54.25000,0.48042,-0.00004,-0.10931,0.39755,0.10008,43.82268,-0.74149,0.75225,37.91098,50.83607,33.67550,0.94243,0.18182,27.97500,41.00000,0.49770,-1.99535,0.97902,0.48335,0.51199,0.00032,-0.32212,0.62238,-0.00159,0.00214,-0.07594,-1.02039,0.84715,-0.12939,-0.02214,8.30503,0.69051,0.73227,7.10003,9.54780,False
crypto,1d,LINK-USD,donch55,Donchian,3106,32,3.64544,99.06452,63.00000,42.00000,108.00000,0.48631,-0.00046,-0.10181,0.41020,0.27999,112.36772,-0.70597,0.74825,87.16857,146.61474,85.06500,-1.32309,0.95205,63.00000,116.10000,0.49892,-1.44988,0.92108,0.48433,0.51348,0.00046,-0.73146,0.77822,-0.00164,0.00252,-0.07101,-0.81186,0.79221,-0.13349,-0.01021,3.23987,0.78658,0.76923,2.37553,4.04294,False
crypto,1d,LINK-USD,tsmom20,TS momentum,3142,323,37.43173,9.62422,3.00000,1.00000,13.00000,0.49538,0.00140,0.01617,0.52323,0.06916,10.14819,-0.62138,0.72927,8.80500,11.58369,3.71500,-1.13869,0.99900,3.00000,5.00000,0.49593,-0.06460,0.51948,0.48280,0.50989,0.00029,1.02812,0.16284,-0.00148,0.00203,0.02709,-0.27711,0.60939,-0.04033,0.09048,36.06823,0.45892,0.67832,31.39685,41.28686,False
crypto,1d,LINK-USD,tsmom60,TS momentum,3102,192,22.48960,16.05759,4.00000,1.00000,12.50000,0.48243,0.00017,0.01340,0.44054,0.04646,18.57277,-0.91436,0.81319,14.66028,23.54332,3.86350,0.16813,0.62737,3.00000,5.00000,0.49791,-1.75701,0.95804,0.48323,0.51226,0.00038,-0.17610,0.56044,-0.00153,0.00234,0.00420,0.17271,0.42258,-0.08174,0.09725,19.82503,0.93742,0.80819,15.19421,24.61698,False
crypto,1d,LINK-USD,tsmom120,TS momentum,3042,134,15.96918,21.08271,4.00000,1.00000,13.00000,0.50181,0.00079,0.03640,0.47211,0.13687,27.38036,-0.98251,0.85714,19.17097,38.95015,3.99100,0.00785,0.61938,3.00000,6.00000,0.49844,0.37877,0.35265,0.48322,0.51350,0.00047,0.24591,0.40360,-0.00166,0.00260,-0.00405,0.63554,0.25475,-0.10690,0.10463,13.66354,0.78267,0.77622,9.00814,18.61682,False
crypto,1d,LINK-USD,swing5,Swing structure,3142,77,8.83482,40.88158,33.50000,16.75000,54.50000,0.48615,0.00093,-0.07924,0.46981,0.13790,42.00762,-0.27823,0.57842,36.12504,49.32581,32.20850,0.32030,0.33367,26.50000,39.50000,0.49805,-1.38286,0.90909,0.48413,0.51280,0.00039,0.48711,0.31668,-0.00148,0.00218,-0.08071,0.04314,0.48751,-0.13648,-0.02627,8.67700,0.19109,0.56643,7.27894,9.99459,False
crypto,1d,SOL-USD,sma50,50-SMA state,2230,124,20.14608,18.08130,5.00000,2.00000,22.50000,0.50381,0.00317,-0.03013,0.56925,0.53354,14.52404,1.75976,0.05195,11.65852,18.09024,4.11650,0.96159,0.28671,3.00000,6.00000,0.49833,0.50392,0.31868,0.48115,0.51616,0.00070,1.71583,0.04595,-0.00162,0.00312,0.05565,-1.77017,0.96603,-0.02280,0.13656,25.32269,-1.49427,0.05195,19.99125,31.13392,False
crypto,1d,SOL-USD,sma10_40,10/40 crossover,2240,58,9.29431,39.22807,33.00000,18.00000,49.00000,0.51273,0.00435,-0.03967,0.45067,0.25655,32.67716,1.83152,0.05594,27.43210,39.47143,25.80800,1.94898,0.03596,20.00000,32.00000,0.49945,1.28032,0.09890,0.48213,0.51655,0.00065,2.65389,0.00400,-0.00152,0.00296,-0.16517,3.24932,0.00200,-0.22491,-0.09915,11.16027,-1.54845,0.05495,9.13533,13.21360,False
crypto,1d,SOL-USD,donch20,Donchian,2199,47,7.64052,47.67391,35.00000,23.25000,62.50000,0.49773,0.00333,-0.05670,0.48440,0.51955,43.47150,0.85322,0.17582,36.24326,52.09569,33.43450,0.33436,0.35365,27.00000,42.00000,0.49901,-0.12000,0.55544,0.48158,0.51663,0.00073,1.80736,0.03896,-0.00160,0.00308,-0.07038,0.34859,0.37363,-0.13765,-0.00661,8.36197,-0.77475,0.22378,6.84508,9.92108,False
crypto,1d,SOL-USD,donch55,Donchian,2199,18,2.82367,127.29412,84.00000,48.00000,135.00000,0.50364,0.00329,-0.07457,0.48160,1.15941,111.52345,0.72365,0.20979,83.22965,150.76703,85.09250,-0.05413,0.46354,59.50000,123.00000,0.49848,0.49236,0.30270,0.48055,0.51607,0.00089,1.49699,0.07193,-0.00165,0.00351,-0.07328,-0.02893,0.51748,-0.14695,-0.00477,3.23749,-0.70525,0.26573,2.31160,4.20611,False
crypto,1d,SOL-USD,tsmom20,TS momentum,2259,230,37.02623,9.81223,3.00000,1.00000,12.00000,0.49159,0.00319,-0.01268,0.56145,0.21508,10.25621,-0.44088,0.63037,8.77672,12.08145,3.73400,-1.09755,0.99500,3.00000,5.00000,0.49828,-0.62346,0.73427,0.48073,0.51575,0.00067,1.80973,0.03696,-0.00163,0.00297,0.02586,-0.82339,0.78721,-0.04899,0.09985,35.70408,0.38363,0.63237,30.08702,41.41010,False
crypto,1d,SOL-USD,tsmom60,TS momentum,2219,159,26.00699,13.82278,3.00000,1.00000,9.00000,0.49414,0.00298,0.00646,0.48272,0.22966,19.26260,-1.44790,0.97203,14.36310,26.20542,3.95550,-0.90075,0.98501,3.00000,6.00000,0.49801,-0.34997,0.64036,0.47948,0.51601,0.00077,1.44985,0.09191,-0.00176,0.00330,-0.00048,0.10740,0.46653,-0.10861,0.10344,19.26817,1.90394,0.97303,13.66806,25.03889,False
crypto,1d,SOL-USD,tsmom120,TS momentum,2159,51,8.45878,43.16000,5.50000,1.00000,40.50000,0.51622,0.00348,-0.01558,0.55882,1.17736,28.86647,1.64803,0.06593,18.21949,44.95000,4.12600,0.86363,0.13586,2.50000,7.00000,0.49780,1.71639,0.05594,0.48076,0.51646,0.00102,1.49720,0.07792,-0.00161,0.00399,-0.00746,-0.10492,0.54446,-0.13800,0.11846,13.14426,-1.31097,0.08092,7.61643,19.12570,False
crypto,1d,SOL-USD,swing5,Swing structure,2249,50,7.95787,45.73469,38.00000,23.00000,58.00000,0.50578,0.00362,-0.04638,0.50274,0.32985,42.80158,0.56381,0.25275,35.35560,52.38186,32.94650,1.01263,0.17183,26.00000,42.00000,0.49926,0.60072,0.27972,0.48182,0.51735,0.00069,1.98709,0.02597,-0.00173,0.00311,-0.07710,0.73339,0.23676,-0.14552,-0.00582,8.50823,-0.54802,0.30170,6.85440,10.19596,False
crypto,1d,XRP-USD,sma50,50-SMA state,3113,232,27.10336,13.25974,3.00000,1.00000,17.50000,0.49132,0.00024,0.04910,0.50106,0.06414,15.88444,-1.36210,0.92807,13.06219,19.14198,4.54900,-1.56545,1.00000,3.00000,6.00000,0.49515,-0.42792,0.66334,0.48120,0.51014,0.00072,-0.45784,0.69331,-0.00109,0.00242,0.04062,0.19656,0.40659,-0.02308,0.11326,23.12601,1.45304,0.92208,19.00779,27.93364,False
crypto,1d,XRP-USD,sma10_40,10/40 crossover,3123,94,10.87680,33.07527,31.00000,18.00000,42.00000,0.50416,0.00071,-0.09523,0.33557,-0.01424,33.33996,-0.08485,0.51149,28.76461,38.83875,26.85100,1.28898,0.10989,21.50000,32.00000,0.50065,0.41313,0.31968,0.48637,0.51490,0.00029,0.38043,0.35265,-0.00150,0.00208,-0.15871,1.80662,0.04296,-0.21373,-0.09894,10.94697,-0.06835,0.46553,9.35939,12.63517,False
crypto,1d,XRP-USD,donch20,Donchian,3129,70,8.05441,44.68116,38.00000,22.00000,57.00000,0.49904,0.00112,-0.02649,0.47711,0.09411,44.44318,0.05483,0.42058,38.08637,52.10254,34.65400,0.80104,0.22977,28.50000,42.00000,0.49807,0.11749,0.46753,0.48406,0.51174,0.00056,0.52853,0.28172,-0.00117,0.00234,-0.04834,0.63989,0.27572,-0.10586,0.00391,8.19402,-0.18044,0.42657,6.89570,9.45216,False
crypto,1d,XRP-USD,donch55,Donchian,3107,28,3.17404,105.07407,77.00000,47.50000,118.00000,0.49903,-0.00108,-0.10940,0.35089,-0.04130,111.34992,-0.37299,0.59840,88.29084,142.19286,87.82000,-0.64555,0.73127,65.97500,120.50000,0.49900,0.00393,0.48252,0.48467,0.51277,0.00043,-1.35498,0.89910,-0.00143,0.00228,-0.05675,-1.29943,0.90609,-0.12507,0.00905,3.25231,-0.16287,0.41359,2.47567,4.03342,False
crypto,1d,XRP-USD,tsmom20,TS momentum,3142,318,36.85049,9.75710,3.00000,1.00000,15.00000,0.49507,0.00107,0.04340,0.52269,0.04906,10.38773,-0.75410,0.76723,9.05217,11.79208,3.84750,-1.33835,1.00000,3.00000,5.00000,0.49556,-0.05674,0.52248,0.48151,0.50955,0.00076,0.28416,0.38761,-0.00100,0.00250,0.02502,0.45163,0.32867,-0.03971,0.09286,35.21831,0.57345,0.72328,30.81543,40.11819,False
crypto,1d,XRP-USD,tsmom60,TS momentum,3102,214,25.08003,14.38498,3.00000,1.00000,11.00000,0.50145,-0.00001,0.00466,0.44861,-0.00398,20.13818,-1.73120,0.98601,15.54243,25.74492,4.29200,-1.13437,0.99301,3.00000,6.00000,0.49763,0.43581,0.32667,0.48323,0.51161,0.00047,-0.43250,0.65934,-0.00129,0.00230,-0.00621,0.21022,0.41059,-0.09111,0.07912,18.36521,2.34555,0.98402,13.78080,23.20945,False
crypto,1d,XRP-USD,tsmom120,TS momentum,3042,150,17.89029,18.78523,3.00000,1.00000,13.00000,0.50477,-0.00006,-0.02160,0.39623,0.04570,30.13920,-1.63037,0.98601,21.14229,43.23332,4.46550,-0.96017,0.99001,3.00000,7.00000,0.49826,0.73918,0.22977,0.48388,0.51283,0.00042,-0.42236,0.66933,-0.00139,0.00234,-0.01293,-0.13394,0.55744,-0.12175,0.09345,12.40421,2.01293,0.97203,8.16738,16.94131,False
crypto,1d,XRP-USD,swing5,Swing structure,3134,71,8.15810,44.07143,38.00000,23.00000,60.25000,0.50622,0.00145,-0.03493,0.51111,0.10051,42.41272,0.40823,0.33467,36.21404,49.19444,33.03100,1.24455,0.12488,27.00000,40.50000,0.49850,0.92562,0.16583,0.48409,0.51156,0.00060,0.78892,0.19980,-0.00113,0.00240,-0.05411,0.52623,0.30070,-0.11371,0.00367,8.59114,-0.53193,0.31968,7.35391,9.97351,False
crypto,1w,ADA-USD,sma50,50-SMA state,404,19,2.32479,20.22222,12.00000,4.25000,29.50000,0.52357,0.01109,0.07926,0.47399,1.33352,17.34241,0.44588,0.23177,10.00000,28.46703,7.21300,0.87875,0.12887,2.50000,17.00000,0.51240,0.41228,0.33966,0.46766,0.55473,0.00921,0.13586,0.39960,-0.01044,0.03473,0.05384,0.20742,0.42258,-0.14548,0.25356,3.10896,-0.82045,0.18382,1.68318,4.79059,False
crypto,1w,ADA-USD,sma10_40,10/40 crossover,414,13,1.51242,31.58333,24.50000,17.50000,38.00000,0.50847,0.00429,-0.15160,0.38420,0.74264,32.66126,-0.12762,0.47353,21.82325,49.14821,26.35500,-0.20643,0.55345,14.00000,43.00000,0.50617,0.08589,0.45255,0.46359,0.55340,0.00315,0.07883,0.45355,-0.01921,0.02806,-0.17927,0.26780,0.36963,-0.33180,0.00388,1.57963,-0.17492,0.37862,1.01072,2.27413,False
crypto,1w,ADA-USD,donch20,Donchian,414,13,1.51242,32.50000,22.00000,17.75000,41.50000,0.47942,0.00129,-0.15442,0.38095,0.81993,43.96323,-0.93974,0.88112,29.57143,66.84167,35.83800,-1.08567,0.94306,21.00000,58.50000,0.50150,-0.84292,0.79920,0.45676,0.54299,0.00906,-0.55044,0.67932,-0.01272,0.03395,-0.06054,-0.96111,0.82318,-0.21781,0.09744,1.15737,1.26429,0.91808,0.72638,1.62278,False
crypto,1w,ADA-USD,donch55,Donchian,331,5,0.63056,76.75000,89.00000,66.50000,99.25000,0.46364,0.00523,-0.14604,0.21782,0.16908,97.41760,-0.44165,0.62006,50.00000,182.00000,91.61308,-0.05199,0.38197,40.00000,182.00000,0.49691,-1.06391,0.86314,0.44842,0.55361,0.00720,-0.11319,0.50450,-0.01812,0.03996,-0.07486,-0.55024,0.72644,-0.28053,0.10948,0.46258,0.84036,0.78921,0.13946,0.80897,False
crypto,1w,ADA-USD,tsmom20,TS momentum,433,26,3.01262,15.92000,10.00000,1.00000,21.00000,0.54167,0.01246,0.05965,0.55496,1.26922,12.35121,1.12972,0.12288,8.18000,18.39130,6.03750,1.12180,0.12188,3.00000,13.50000,0.51117,1.21635,0.11888,0.46868,0.55220,0.01014,0.16994,0.40759,-0.01019,0.03441,0.03029,0.27651,0.38561,-0.14422,0.21449,4.30618,-1.27654,0.08492,2.77803,6.15997,False
crypto,1w,ADA-USD,tsmom60,TS momentum,393,20,2.52263,19.21053,3.00000,1.00000,30.00000,0.49490,0.00602,0.03340,0.41908,0.65084,25.69981,-0.34502,0.57542,10.97129,55.31429,11.44500,-0.43318,0.91608,2.00000,44.52500,0.50274,-0.26267,0.59740,0.45524,0.55499,0.00720,-0.07326,0.48152,-0.01489,0.03765,-0.00761,0.26394,0.40360,-0.26097,0.24743,2.31090,0.20944,0.59640,0.79865,4.12637,False
crypto,1w,ADA-USD,tsmom120,TS momentum,333,8,1.09685,44.42857,36.00000,2.00000,71.00000,0.48193,-0.00267,-0.37974,0.32895,-0.26678,40.58019,0.09208,0.26012,10.45963,121.15000,22.69200,0.29656,0.14474,2.00000,124.35000,0.49747,-0.43283,0.65834,0.44411,0.56193,0.00702,-0.50169,0.66733,-0.01877,0.04316,-0.02432,-1.79776,0.96150,-0.34877,0.31099,1.56756,-0.47305,0.35365,0.31433,3.45762,False
crypto,1w,ADA-USD,swing5,Swing structure,414,13,1.51242,32.50000,26.00000,17.00000,39.00000,0.48910,0.00168,-0.13338,0.33862,0.56123,42.68778,-0.84101,0.82517,28.35292,65.86667,34.57950,-0.69409,0.77622,20.00000,58.02500,0.50539,-0.62112,0.73027,0.46097,0.54824,0.00818,-0.45693,0.65934,-0.01330,0.03457,-0.06352,-0.67017,0.74126,-0.23389,0.11177,1.19393,1.06016,0.86214,0.72807,1.71077,False
crypto,1w,AVAX-USD,sma50,50-SMA state,255,14,2.58335,16.53846,11.00000,1.00000,32.00000,0.50394,0.00286,-0.02379,0.35149,-0.07789,17.58309,-0.11892,0.42957,8.53846,33.72857,8.37300,0.31344,0.22378,2.00000,26.00000,0.50753,-0.11554,0.54046,0.45455,0.55731,0.00581,-0.23155,0.58741,-0.01351,0.02759,0.02199,-0.30398,0.61538,-0.23173,0.26073,3.05218,-0.38040,0.36264,1.19701,5.18704,False
crypto,1w,AVAX-USD,sma10_40,10/40 crossover,265,12,2.10342,21.09091,22.00000,11.00000,29.50000,0.45076,-0.02016,-0.34268,0.18552,-0.35101,32.54220,-0.96635,0.91209,19.53654,52.52500,26.69150,-0.37824,0.63437,13.00000,47.50000,0.50426,-1.67145,0.94705,0.44867,0.55513,-0.00004,-1.49587,0.93307,-0.02177,0.02216,-0.18229,-1.17539,0.89211,-0.38657,0.04747,1.51924,1.23799,0.85914,0.76778,2.30334,False
crypto,1w,AVAX-USD,donch20,Donchian,284,10,1.60585,28.88889,21.00000,20.00000,32.00000,0.45936,-0.01236,-0.17955,0.29482,-0.19272,43.62445,-0.88448,0.86813,25.55278,71.35000,36.95950,-0.90468,0.94306,20.47500,69.00000,0.50292,-1.38205,0.90210,0.44964,0.55321,0.00453,-1.25889,0.91209,-0.01762,0.02721,-0.06319,-0.89783,0.80919,-0.27430,0.15265,1.10869,1.39894,0.90010,0.54881,1.70204,False
crypto,1w,AVAX-USD,donch55,Donchian,245,4,0.62049,73.66667,53.00000,53.00000,84.00000,0.49590,-0.00672,-0.10911,0.06422,-0.48354,87.02016,-0.29989,0.52328,37.00000,193.00000,86.05105,-0.72539,0.77938,33.00000,193.00000,0.50191,-0.16948,0.56000,0.44303,0.56148,0.00294,-0.58365,0.72700,-0.02131,0.03417,-0.09096,-0.10803,0.59756,-0.38447,0.13155,0.42078,0.80776,0.76600,0.00000,0.84809,False
crypto,1w,AVAX-USD,tsmom20,TS momentum,284,22,3.74698,11.85714,9.00000,3.00000,21.00000,0.51943,0.00154,0.05001,0.50000,0.01558,12.40528,-0.13787,0.46154,7.79971,19.93214,6.56100,0.53222,0.21878,2.50000,16.50000,0.50787,0.37821,0.35165,0.45745,0.55674,0.00651,-0.40775,0.64236,-0.01218,0.02677,0.01922,0.22700,0.40460,-0.19381,0.23931,4.17778,-0.37397,0.33067,2.32775,6.08797,False
crypto,1w,AVAX-USD,tsmom60,TS momentum,244,10,1.86910,22.77778,12.00000,4.00000,28.00000,0.51029,-0.00035,-0.15572,0.44388,-0.05123,24.57616,-0.10594,0.38477,9.05080,60.26667,12.68806,-0.03769,0.26453,2.00000,54.00000,0.50342,0.20618,0.42857,0.44628,0.55785,0.00451,-0.33771,0.61838,-0.01724,0.02970,-0.01670,-0.70734,0.76530,-0.34217,0.31088,2.28844,-0.33777,0.39860,0.62560,4.58772,False
crypto,1w,AVAX-USD,tsmom120,TS momentum,184,6,1.37700,32.20000,23.00000,20.00000,41.00000,0.52459,0.00789,0.20202,0.32051,-0.18600,34.53321,-0.07009,0.34949,6.85952,97.75000,25.03442,-0.05559,0.28298,2.00000,97.75000,0.50184,0.58733,0.27473,0.43956,0.56593,0.00338,0.24953,0.34965,-0.02204,0.03753,-0.06001,1.02971,0.14318,-0.47663,0.35997,1.58528,-0.14334,0.51748,0.00000,4.43046,False
crypto,1w,AVAX-USD,swing5,Swing structure,255,10,1.78847,25.66667,22.00000,20.00000,32.00000,0.46850,-0.00687,-0.07264,0.25676,-0.13303,42.45447,-0.91131,0.94000,24.85417,72.40000,36.20320,-0.72888,0.87200,18.50000,67.00000,0.50448,-1.15846,0.87213,0.45388,0.55339,0.00434,-0.81787,0.79021,-0.01655,0.02827,-0.07393,0.00953,0.50600,-0.28839,0.14776,1.15515,1.65801,0.94505,0.55482,1.80365,False
crypto,1w,BNB-USD,sma50,50-SMA state,404,21,2.58310,19.00000,10.50000,3.75000,29.25000,0.49380,0.00862,-0.20416,0.45833,1.37538,17.51430,0.19471,0.29870,9.76688,30.84615,6.70450,0.59186,0.12787,2.00000,17.50000,0.50435,-0.39214,0.64136,0.46020,0.55224,0.01219,-0.32239,0.58242,-0.00392,0.03118,0.02489,-1.83995,0.96603,-0.18017,0.21818,3.11311,-0.52132,0.28571,1.55370,4.92006,False
crypto,1w,BNB-USD,sma10_40,10/40 crossover,414,12,1.38639,35.54545,30.00000,24.00000,44.50000,0.50605,0.00923,-0.10143,0.32632,0.75095,33.79509,0.18025,0.33467,22.49687,51.14821,26.19950,0.36646,0.27572,14.00000,43.07500,0.50680,-0.02932,0.49451,0.46602,0.54867,0.00886,0.03303,0.45255,-0.00724,0.02899,-0.18330,0.79303,0.19580,-0.34267,-0.00156,1.51785,-0.33651,0.31968,0.88438,2.14779,False
crypto,1w,BNB-USD,donch20,Donchian,400,11,1.30446,37.60000,27.00000,19.25000,30.75000,0.48371,0.00738,-0.17216,0.44536,0.84829,47.77784,-0.62005,0.72228,29.66190,79.75250,35.88550,-0.59947,0.74426,21.00000,65.00000,0.50610,-0.85187,0.80420,0.46404,0.55317,0.01215,-0.42593,0.62637,-0.00524,0.03189,-0.07804,-0.88408,0.81618,-0.26282,0.09657,1.05291,0.79640,0.77323,0.51006,1.57383,False
crypto,1w,BNB-USD,donch55,Donchian,380,4,0.41194,125.66667,122.00000,105.00000,144.50000,0.52243,0.01178,0.00061,0.33155,2.70424,110.23443,0.22281,0.25554,43.00000,288.25000,103.68516,0.25071,0.26838,32.00000,288.25000,0.51351,0.30052,0.37463,0.46475,0.56169,0.01503,-0.23994,0.57343,-0.00526,0.03921,-0.11182,0.77733,0.21587,-0.37001,0.09426,0.33420,0.35865,0.65235,0.00000,0.69028,False
crypto,1w,BNB-USD,tsmom20,TS momentum,433,44,5.18171,9.48837,4.00000,1.50000,10.00000,0.49074,0.00895,0.02681,0.53425,1.04024,11.85322,-0.80850,0.80220,8.12452,17.54284,5.23950,-0.42524,0.68432,2.00000,11.00000,0.50491,-0.55594,0.71628,0.46404,0.54536,0.01146,-0.24489,0.57443,-0.00363,0.02836,0.01116,0.14309,0.44156,-0.16114,0.19442,4.46187,0.70991,0.76224,2.77803,6.15997,False
crypto,1w,BNB-USD,tsmom60,TS momentum,393,16,1.99155,25.93333,11.00000,2.50000,35.00000,0.53571,0.01065,-0.16678,0.50802,0.39864,26.54271,-0.03322,0.35972,10.93710,60.03333,9.90522,0.06775,0.20741,2.00000,34.10000,0.50935,0.90982,0.18282,0.46292,0.56010,0.01332,-0.21613,0.54645,-0.00512,0.03573,-0.03270,-0.81277,0.79760,-0.31269,0.23576,2.17380,-0.17471,0.45455,0.66554,3.99326,False
crypto,1w,BNB-USD,tsmom120,TS momentum,333,7,0.94015,35.33333,5.00000,1.25000,31.25000,0.50904,0.01204,-0.43364,0.42233,1.93667,43.66551,-0.16468,0.38526,9.66458,136.00000,26.12381,-0.39212,0.58502,2.00000,136.00000,0.51538,-0.20084,0.58541,0.46526,0.56798,0.01645,-0.30405,0.60340,-0.00607,0.04047,-0.04900,-1.58948,0.94055,-0.46358,0.33167,1.18863,-0.23579,0.45255,0.00000,3.14329,False
crypto,1w,BNB-USD,swing5,Swing structure,413,15,1.76877,29.28571,22.00000,10.25000,31.25000,0.46845,0.00074,-0.24586,0.38889,0.43436,45.83967,-0.91006,0.91808,28.16603,76.61000,35.02250,-0.74687,0.90509,19.00000,63.52500,0.50626,-1.42466,0.92907,0.46386,0.55449,0.01155,-0.95032,0.84316,-0.00590,0.03172,-0.08498,-1.50334,0.94106,-0.25455,0.08366,1.11494,1.96978,0.97203,0.60673,1.67950,False
crypto,1w,BTC-USD,sma50,50-SMA state,568,25,2.20473,22.20833,2.00000,1.00000,23.00000,0.53263,0.01272,0.14562,0.66601,2.54882,17.05340,0.95071,0.14286,10.56482,26.95754,5.78800,-1.04838,1.00000,3.00000,13.00000,0.51416,0.74352,0.23576,0.47173,0.55300,0.00563,1.42466,0.07992,-0.00209,0.01352,0.03538,1.08947,0.14486,-0.13152,0.19882,3.15621,-1.08115,0.13187,1.74849,4.78534,False
crypto,1w,BTC-USD,sma10_40,10/40 crossover,578,17,1.44439,34.18750,27.50000,8.00000,53.75000,0.53553,0.01030,-0.12379,0.49341,2.44220,34.67032,-0.05249,0.45155,23.62500,51.00909,25.89550,0.20257,0.37562,15.00000,39.00000,0.51363,0.91081,0.18482,0.47396,0.55382,0.00432,1.16974,0.11988,-0.00398,0.01263,-0.18686,0.70754,0.24575,-0.32518,-0.03480,1.50839,-0.17846,0.38462,0.99474,2.07991,False
crypto,1w,BTC-USD,donch20,Donchian,575,8,0.63522,77.14286,52.00000,32.50000,112.00000,0.55401,0.01315,0.08997,0.62477,2.62894,48.32545,2.28172,0.03097,32.66333,71.50000,35.28950,1.47368,0.08392,22.00000,56.52500,0.51605,1.61868,0.04695,0.47712,0.55319,0.00535,1.59605,0.06194,-0.00241,0.01366,-0.08938,2.11297,0.01898,-0.22650,0.05004,1.06162,-1.67321,0.04795,0.70038,1.48831,True
crypto,1w,BTC-USD,donch55,Donchian,529,6,0.49318,101.20000,119.00000,71.00000,130.00000,0.53409,0.00679,-0.07501,0.42315,0.77587,122.29724,-0.30280,0.54136,56.42014,244.17500,106.40566,0.16663,0.26806,40.82500,244.17500,0.52350,0.40867,0.33367,0.48112,0.56768,0.00685,-0.00908,0.48551,-0.00276,0.01701,-0.10195,0.23796,0.41466,-0.29457,0.06606,0.36689,0.71189,0.79421,0.09333,0.66409,False
crypto,1w,BTC-USD,tsmom20,TS momentum,597,45,3.84566,12.77273,4.50000,1.75000,18.00000,0.52685,0.01109,-0.15846,0.57529,0.46335,12.09671,0.25208,0.34565,8.47065,17.15423,5.02300,-0.21192,0.49550,3.00000,10.00000,0.51330,0.58228,0.28172,0.47395,0.54966,0.00524,1.24704,0.09790,-0.00223,0.01287,0.00552,-1.61316,0.95205,-0.15668,0.18608,4.38107,-0.58484,0.27373,2.97663,6.04081,False
crypto,1w,BTC-USD,tsmom60,TS momentum,557,17,1.49885,33.18750,2.00000,1.00000,65.50000,0.54856,0.01074,0.11365,0.53981,1.06438,25.20160,0.59986,0.17483,12.04641,48.50909,7.07200,-0.56528,0.99500,2.00000,19.05000,0.51980,1.12486,0.12188,0.47748,0.56036,0.00634,0.78809,0.21978,-0.00272,0.01595,-0.02617,1.01449,0.15485,-0.24212,0.20644,2.25137,-0.80682,0.19580,0.93846,3.94155,False
crypto,1w,BTC-USD,tsmom120,TS momentum,497,10,0.94488,54.88889,16.00000,4.00000,120.00000,0.52823,0.00734,0.15508,0.42268,0.35715,43.25627,0.24456,0.19093,11.73698,114.70000,17.63622,-0.03435,0.16561,2.00000,70.20000,0.52674,0.05157,0.47153,0.47879,0.57374,0.00786,-0.07832,0.52847,-0.00302,0.01882,-0.03347,0.94068,0.15523,-0.36237,0.28730,1.33592,-0.41801,0.37762,0.00000,3.05076,False
crypto,1w,BTC-USD,swing5,Swing structure,575,12,0.99820,49.09091,44.00000,18.00000,64.00000,0.52091,0.00922,-0.03384,0.54253,2.57043,46.52605,0.19841,0.32368,30.64526,71.00625,34.45050,0.80358,0.15684,21.00000,57.00000,0.51566,0.21651,0.42458,0.47571,0.55557,0.00516,0.79879,0.20979,-0.00259,0.01361,-0.09276,0.67368,0.25275,-0.23253,0.05609,1.11056,-0.40411,0.35664,0.69804,1.59202,False
crypto,1w,DOGE-USD,sma50,50-SMA state,404,45,5.68281,8.27273,3.00000,1.75000,8.25000,0.46766,0.01282,-0.01505,0.50625,4.85709,17.27875,-1.40212,0.99700,10.23034,28.54725,7.55950,-0.76719,0.97403,3.00000,18.50000,0.49813,-1.15340,0.88412,0.45522,0.54364,0.01124,0.09084,0.42557,-0.01374,0.04206,0.02145,-0.31463,0.60839,-0.16987,0.21266,3.12696,2.71520,0.99201,1.68318,4.79059,False
crypto,1w,DOGE-USD,sma10_40,10/40 crossover,414,15,1.76449,27.21429,22.00000,12.75000,34.75000,0.47573,0.01042,-0.25554,0.32970,5.87841,32.34541,-0.58312,0.69331,21.57857,49.26875,26.30850,-0.48153,0.68831,14.00000,42.02500,0.49765,-0.83586,0.80819,0.45604,0.54126,0.00569,0.26745,0.37263,-0.02009,0.03577,-0.18563,-0.65483,0.72727,-0.34823,0.00500,1.59947,0.41280,0.61139,1.01072,2.27413,False
